"h [mm]","w [mm]","Freq [GHz]","re(Zo(Port_In)) []","im(Zo(Port_In)) []","dB(S(Port_In,Port_In)) []","dB(S(Port_Out,Port_In)) []"
0.2,0.03,11.26,74.7779225772703,-0.746606025101447,-13.0114831354074,-1.34286057820906
0.2,0.03,11.298,74.7773212063304,-0.743750644581675,-13.0177131008041,-1.34692229270752
0.2,0.03,11.336,74.7767224961478,-0.740913694198513,-13.0241511950912,-1.35098598953887
0.2,0.03,11.374,74.7761264088902,-0.738094996010672,-13.0307973548954,-1.35505174419132
0.2,0.03,11.412,74.7755329072428,-0.73529437439829,-13.0376515248503,-1.35911963204585
0.2,0.03,11.45,74.7749419543999,-0.732511656026279,-13.0447136575498,-1.3631897283827
0.2,0.03,11.488,74.7743535140564,-0.729746669807965,-13.0519837135019,-1.36726210838784
0.2,0.03,11.526,74.7737675503997,-0.726999246869973,-13.0594616610826,-1.37133684715934
0.2,0.03,11.564,74.7731840281019,-0.724269220517378,-13.0671474764912,-1.37541401971376
0.2,0.03,11.602,74.7726029123114,-0.721556426199736,-13.0750411437045,-1.37949370099238
0.2,0.03,11.64,74.7720241686458,-0.718860701477326,-13.0831426544326,-1.38357596586745
0.2,0.03,11.678,74.7714477631841,-0.71618188598873,-13.0914520080743,-1.38766088914828
0.2,0.03,11.716,74.770873662459,-0.713519821418317,-13.0999692116728,-1.39174854558739
0.2,0.03,11.754,74.7703018334501,-0.710874351464651,-13.1086942798721,-1.39583900988645
0.2,0.03,11.792,74.7697322435764,-0.708245321809634,-13.1176272348727,-1.39993235670226
0.2,0.03,11.83,74.7691648606895,-0.705632580087671,-13.126768106388,-1.4040286606526
0.2,0.03,11.868,74.7685996530667,-0.703035975856082,-13.136116931601,-1.40812799632199
0.2,0.03,11.906,74.7680365894041,-0.700455360565547,-13.1456737551203,-1.41223043826747
0.2,0.03,11.944,74.7674756388102,-0.697890587531184,-13.1554386289366,-1.41633606102415
0.2,0.03,11.982,74.7669167707993,-0.695341511904516,-13.1654116123791,-1.42044493911082
0.2,0.03,12.02,74.7663599552852,-0.692807990645251,-13.1755927720719,-1.42455714703545
0.2,0.03,12.058,74.7658051625747,-0.690289882494215,-13.1859821818899,-1.4286727593005
0.2,0.03,12.096,74.7652523633619,-0.687787047946546,-13.1965799229147,-1.4327918504083
0.2,0.03,12.134,74.7647015287218,-0.685299349225186,-13.2073860833907,-1.43691449486628
0.2,0.03,12.172,74.7641526301046,-0.682826650255108,-13.2184007586805,-1.44104076719209
0.2,0.03,12.21,74.7636056393298,-0.680368816637851,-13.2296240512201,-1.44517074191865
0.2,0.03,12.248,74.7630605285804,-0.677925715626607,-13.2410560704736,-1.44930449359919
0.2,0.03,12.286,74.7625172703978,-0.67549721610158,-13.2526969328883,-1.45344209681205
0.2,0.03,12.324,74.7619758376755,-0.673083188546043,-13.2645467618482,-1.45758362616554
0.2,0.03,12.362,74.7614362036546,-0.670683505022485,-13.2766056876281,-1.46172915630267
0.2,0.03,12.4,74.7608983419177,-0.668298039149607,-13.2888738473468,-1.46587876190571
0.2,0.03,12.438,74.7603622263844,-0.665926666079169,-13.3013513849192,-1.47003251770076
0.2,0.03,12.476,74.7598278313056,-0.663569262473709,-13.3140384510093,-1.47419049846222
0.2,0.03,12.514,74.7592951312589,-0.661225706484595,-13.3269352029807,-1.47835277901708
0.2,0.03,12.552,74.7587641011438,-0.658895877729952,-13.3400418048482,-1.48251943424927
0.2,0.03,12.59,74.7582347161761,-0.656579657273859,-13.353358427227,-1.48669053910374
0.2,0.03,12.628,74.7577069518841,-0.654276927605006,-13.366885247283,-1.49086616859061
0.2,0.03,12.666,74.7571807841035,-0.651987572616331,-13.3806224486803,-1.49504639778912
0.2,0.03,12.704,74.7566561889725,-0.649711477584774,-13.3945702215298,-1.49923130185153
0.2,0.03,12.742,74.756133142928,-0.64744852915126,-13.4087287623351,-1.50342095600694
0.2,0.03,12.78,74.7556116227007,-0.645198615301387,-13.4230982739389,-1.50761543556498
0.2,0.03,12.818,74.7550916053109,-0.642961625345974,-13.4376789654676,-1.51181481591942
0.2,0.03,12.856,74.7545730680643,-0.640737449902398,-13.452471052275,-1.51601917255171
0.2,0.03,12.894,74.7540559885476,-0.638525980875851,-13.4674747558851,-1.52022858103439
0.2,0.03,12.932,74.7535403446247,-0.636327111441254,-13.4826903039337,-1.5244431170344
0.2,0.03,12.97,74.7530261144323,-0.634140736025149,-13.4981179301083,-1.52866285631639
0.2,0.03,13.008,74.7525132763762,-0.631966750288222,-13.5137578740877,-1.53288787474578
0.2,0.03,13.046,74.7520018091276,-0.629805051107819,-13.5296103814795,-1.53711824829185
0.2,0.03,13.084,74.7514916916184,-0.627655536561007,-13.5456757037563,-1.54135405303069
0.2,0.03,13.122,74.7509829030386,-0.625518105907728,-13.5619540981912,-1.54559536514801
0.2,0.03,13.16,74.7504754228316,-0.623392659574292,-13.5784458277906,-1.549842260942
0.2,0.03,13.198,74.7499692306911,-0.62127909913726,-13.5951511612268,-1.5540948168259
0.2,0.03,13.236,74.7494643065576,-0.619177327307395,-13.612070372768,-1.55835310933061
0.2,0.03,13.274,74.7489606306143,-0.617087247914011,-13.6292037422068,-1.56261721510716
0.2,0.03,13.312,74.7484581832843,-0.615008765889506,-13.6465515547878,-1.56688721092911
0.2,0.03,13.35,74.7479569452269,-0.612941787254233,-13.6641141011318,-1.57116317369481
0.2,0.03,13.388,74.7474568973341,-0.610886219101576,-13.68189167716,-1.57544518042958
0.2,0.03,13.426,74.7469580207277,-0.608841969583242,-13.6998845840148,-1.57973330828784
0.2,0.03,13.464,74.7464602967559,-0.606808947894825,-13.7180931279793,-1.58402763455509
0.2,0.03,13.502,74.7459637069899,-0.604787064261564,-13.7365176203947,-1.58832823664981
0.2,0.03,13.54,74.7454682332212,-0.602776229924342,-13.7551583775752,-1.59263519212526
0.2,0.03,13.578,74.7449738574581,-0.600776357126085,-13.7740157207209,-1.59694857867124
0.2,0.03,13.616,74.7444805619232,-0.598787359098057,-13.7930899758288,-1.60126847411565
0.2,0.03,13.654,74.7439883290498,-0.596809150046545,-13.8123814736004,-1.60559495642604
0.2,0.03,13.692,74.7434971414797,-0.59484164513986,-13.8318905493478,-1.60992810371107
0.2,0.03,13.73,74.7430069820596,-0.592884760495444,-13.8516175428968,-1.6142679942218
0.2,0.03,13.768,74.7425178338389,-0.590938413167089,-13.8715627984874,-1.61861470635294
0.2,0.03,13.806,74.7420296800665,-0.589002521132503,-13.8917266646716,-1.62296831864402
0.2,0.03,13.844,74.7415425041883,-0.587077003280972,-13.9121094942084,-1.62732890978043
0.2,0.03,13.882,74.7410562898445,-0.585161779401418,-13.9327116439559,-1.6316965585944
0.2,0.03,13.92,74.7405710208668,-0.583256770170266,-13.95353347476,-1.63607134406582
0.2,0.03,13.958,74.7400866812762,-0.581361897139972,-13.9745753513408,-1.64045334532305
0.2,0.03,13.996,74.7396032552799,-0.579477082727226,-13.9958376421749,-1.64484264164362
0.2,0.03,14.034,74.7391207272691,-0.577602250201982,-14.0173207193749,-1.64923931245477
0.2,0.03,14.072,74.7386390818166,-0.575737323675784,-14.039024958565,-1.65364343733397
0.2,0.03,14.11,74.7381583036743,-0.57388222809121,-14.0609507387541,-1.65805509600935
0.2,0.03,14.148,74.7376783777706,-0.572036889210824,-14.0830984422034,-1.66247436835995
0.2,0.03,14.186,74.7371992892085,-0.570201233606539,-14.1054684542921,-1.66690133441599
0.2,0.03,14.224,74.7367210232627,-0.568375188649263,-14.1280611633781,-1.67133607435901
0.2,0.03,14.262,74.7362435653778,-0.566558682498293,-14.1508769606547,-1.67577866852185
0.2,0.03,14.3,74.735766901166,-0.564751644091456,-14.1739162400035,-1.68022919738866
0.2,0.03,14.338,74.7352910164047,-0.562954003134852,-14.1971793978428,-1.6846877415947
0.2,0.03,14.376,74.7348158970345,-0.561165690093042,-14.2206668329715,-1.68915438192617
0.2,0.03,14.414,74.7343415291568,-0.559386636179507,-14.2443789464086,-1.69362919931982
0.2,0.03,14.452,74.7338678990321,-0.557616773346852,-14.2683161412272,-1.6981122748626
0.2,0.03,14.49,74.7333949930778,-0.555856034277493,-14.2924788223852,-1.70260368979112
0.2,0.03,14.528,74.732922797866,-0.554104352374497,-14.316867396549,-1.70710352549107
0.2,0.03,14.566,74.7324513001215,-0.552361661752112,-14.3414822719133,-1.71161186349655
0.2,0.03,14.604,74.7319804867201,-0.550627897227269,-14.366323858015,-1.71612878548928
0.2,0.03,14.642,74.7315103446865,-0.548902994310175,-14.391392565542,-1.72065437329781
0.2,0.03,14.68,74.7310408611924,-0.547186889196085,-14.4166888061351,-1.72518870889647
0.2,0.03,14.718,74.7305720235546,-0.54547951875629,-14.4422129921857,-1.72973187440445
0.2,0.03,14.756,74.730103819233,-0.543780820529942,-14.4679655366257,-1.73428395208463
0.2,0.03,14.794,74.7296362358293,-0.542090732715611,-14.493946852712,-1.73884502434239
0.2,0.03,14.832,74.7291692610847,-0.54040919416297,-14.5201573538047,-1.74341517372434
0.2,0.03,14.87,74.7287028828782,-0.538736144364917,-14.5465974531375,-1.7479944829169
0.2,0.03,14.908,74.7282370892252,-0.537071523449384,-14.5732675635824,-1.75258303474492
0.2,0.03,14.946,74.7277718682754,-0.535415272171695,-14.6001680974062,-1.75718091217008
0.2,0.03,14.984,74.7273072083112,-0.533767331906614,-14.6272994660202,-1.76178819828927
0.2,0.03,15.022,74.7268430977466,-0.5321276446408,-14.6546620797225,-1.76640497633295
0.2,0.03,15.06,74.7263795251246,-0.530496152965356,-14.6822563474311,-1.77103132966325
0.2,0.03,15.098,74.7259164791162,-0.528872800068406,-14.710082676411,-1.77566734177217
0.2,0.03,15.136,74.7254539485191,-0.527257529727769,-14.7381414719904,-1.78031309627964
0.2,0.03,15.174,74.7249919222553,-0.525650286303631,-14.7664331372708,-1.78496867693142
0.2,0.03,15.212,74.7245303893702,-0.524051014731808,-14.7949580728259,-1.78963416759701
0.2,0.03,15.25,74.7240693390312,-0.522459660516435,-14.8237166763929,-1.79430965226749
0.2,0.03,15.288,74.7236087605256,-0.520876169723271,-14.8527093425534,-1.79899521505318
0.2,0.03,15.326,74.7231486432596,-0.519300488972835,-14.881936462405,-1.80369094018129
0.2,0.03,15.364,74.7226889767569,-0.517732565433759,-14.911398423222,-1.80839691199355
0.2,0.03,15.402,74.7222297506569,-0.51617234681615,-14.9410956081068,-1.8131132149436
0.2,0.03,15.44,74.7217709547137,-0.514619781365206,-14.9710283956294,-1.81783993359444
0.2,0.03,15.478,74.7213125787946,-0.51307481785473,-15.0011971594567,-1.82257715261579
0.2,0.03,15.516,74.7208546128787,-0.511537405580771,-15.0316022679694,-1.82732495678126
0.2,0.03,15.554,74.7203970470555,-0.510007494355642,-15.0622440838678,-1.8320834309656
0.2,0.03,15.592,74.7199398715236,-0.508485034501488,-15.093122963765,-1.83685266014175
0.2,0.03,15.63,74.7194830765898,-0.506969976844399,-15.1242392577677,-1.84163272937788
0.2,0.03,15.668,74.7190266526673,-0.505462272708555,-15.155593309044,-1.84642372383435
0.2,0.03,15.706,74.7185705902745,-0.503961873910157,-15.1871854533772,-1.85122572876053
0.2,0.03,15.744,74.7181148800343,-0.502468732751689,-15.2190160187069,-1.85603882949167
0.2,0.03,15.782,74.7176595126722,-0.500982802016309,-15.2510853246545,-1.86086311144559
0.2,0.03,15.82,74.7172044790156,-0.49950403496215,-15.2833936820351,-1.8656986601193
0.2,0.03,15.858,74.7167497699923,-0.498032385316813,-15.3159413923536,-1.87054556108565
0.2,0.03,15.896,74.7162953766295,-0.496567807271704,-15.3487287472854,-1.87540389998978
0.2,0.03,15.934,74.7158412900526,-0.495110255477049,-15.3817560281405,-1.88027376254559
0.2,0.03,15.972,74.7153875014843,-0.493659685036068,-15.4150235053118,-1.88515523453209
0.2,0.03,16.01,74.7149340022429,-0.492216051500186,-15.4485314377052,-1.89004840178971
0.2,0.03,16.048,74.714480783742,-0.490779310863582,-15.4822800721528,-1.89495335021653
0.2,0.03,16.086,74.7140278374887,-0.489349419558145,-15.5162696428074,-1.89987016576442
0.2,0.03,16.124,74.713575155083,-0.487926334448483,-15.5505003705186,-1.90479893443516
0.2,0.03,16.162,74.7131227282167,-0.486510012826993,-15.5849724621887,-1.90973974227642
0.2,0.03,16.2,74.7126705486719,-0.485100412408828,-15.6196861101096,-1.9146926753778
0.2,0.03,16.238,74.7122186083209,-0.483697491327162,-15.6546414912783,-1.91965781986664
0.2,0.03,16.276,74.7117668991241,-0.482301208128555,-15.6898387666917,-1.92463526190389
0.2,0.03,16.314,74.71131541313,-0.480911521768015,-15.725278080619,-1.92962508767985
0.2,0.03,16.352,74.7108641424736,-0.4795283916045,-15.7609595598518,-1.9346273834099
0.2,0.03,16.39,74.7104130793757,-0.478151777396358,-15.7968833129312,-1.93964223533012
0.2,0.03,16.428,74.7099622161418,-0.476781639296768,-15.8330494293507,-1.94466972969284
0.2,0.03,16.466,74.7095115451614,-0.4754179378493,-15.869457978734,-1.9497099527622
0.2,0.03,16.504,74.7090610589069,-0.474060633983609,-15.9061090099886,-1.95476299080954
0.2,0.03,16.542,74.7086107499328,-0.472709689011033,-15.9430025504316,-1.95982893010886
0.2,0.03,16.58,74.7081606108747,-0.471365064620226,-15.9801386048904,-1.9649078569321
0.2,0.03,16.618,74.7077106344485,-0.470026722873279,-16.0175171547739,-1.96999985754441
0.2,0.03,16.656,74.7072608134494,-0.468694626201122,-16.0551381571166,-1.97510501819942
0.2,0.03,16.694,74.7068111407515,-0.467368737399746,-16.0930015435924,-1.98022342513431
0.2,0.03,16.732,74.7063616093064,-0.466049019626124,-16.1311072194986,-1.98535516456498
0.2,0.03,16.77,74.7059122121426,-0.464735436394013,-16.1694550627089,-1.99050032268106
0.2,0.03,16.808,74.7054629423648,-0.463427951570322,-16.2080449225938,-1.99565898564091
0.2,0.03,16.846,74.7050137931529,-0.462126529370833,-16.2468766189088,-2.00083123956656
0.2,0.03,16.884,74.7045647577613,-0.460831134356896,-16.2859499406488,-2.00601717053856
0.2,0.03,16.922,74.7041158295182,-0.459541731431052,-16.3252646448669,-2.01121686459085
0.2,0.03,16.96,74.7036670018248,-0.458258285833718,-16.3648204554582,-2.01643040770548
0.2,0.03,16.998,74.7032182681543,-0.456980763139411,-16.4046170619071,-2.02165788580741
0.2,0.03,17.036,74.7027696220515,-0.455709129252998,-16.444654117996,-2.02689938475912
0.2,0.03,17.074,74.7023210571319,-0.454443350406188,-16.484931240476,-2.03215499035525
0.2,0.03,17.112,74.7018725670809,-0.453183393154006,-16.5254480076975,-2.03742478831719
0.2,0.03,17.15,74.7014241456534,-0.451929224371259,-16.5662039582003,-2.0427088642876
0.2,0.03,17.188,74.7009757866725,-0.450680811249104,-16.6071985892612,-2.04800730382489
0.2,0.03,17.226,74.7005274840296,-0.449438121291568,-16.6484313553995,-2.05332019239764
0.2,0.03,17.264,74.7000792316831,-0.448201122312271,-16.6899016668378,-2.05864761537903
0.2,0.03,17.302,74.6996310236578,-0.446969782431209,-16.7316088879177,-2.06398965804112
0.2,0.03,17.34,74.6991828540445,-0.445744070071142,-16.7735523354695,-2.06934640554922
0.2,0.03,17.378,74.6987347169992,-0.444523953954616,-16.8157312771343,-2.07471794295611
0.2,0.03,17.416,74.6982866067424,-0.443309403100897,-16.8581449296377,-2.08010435519626
0.2,0.03,17.454,74.6978385175587,-0.44210038682242,-16.9007924570138,-2.08550572707998
0.2,0.03,17.492,74.6973904437956,-0.440896874721933,-16.9436729687781,-2.09092214328763
0.2,0.03,17.53,74.6969423798637,-0.439698836689471,-16.9867855180489,-2.09635368836364
0.2,0.03,17.568,74.6964943202353,-0.438506242899201,-17.0301290996154,-2.10180044671061
0.2,0.03,17.606,74.6960462594446,-0.437319063806446,-17.0737026479514,-2.10726250258329
0.2,0.03,17.644,74.6955981920862,-0.436137270144722,-17.1175050351741,-2.11273994008263
0.2,0.03,17.682,74.6951501128153,-0.434960832922842,-17.1615350689455,-2.11823284314966
0.2,0.03,17.72,74.6947020163467,-0.433789723422066,-17.2057914903173,-2.12374129555945
0.2,0.03,17.758,74.6942538974543,-0.43262391319313,-17.2502729715164,-2.12926538091494
0.2,0.03,17.796,74.6938057509707,-0.431463374053617,-17.2949781136707,-2.13480518264088
0.2,0.03,17.834,74.6933575717865,-0.430308078085037,-17.3399054444742,-2.14036078397754
0.2,0.03,17.872,74.6929093548497,-0.429157997630026,-17.3850534157901,-2.14593226797456
0.2,0.03,17.91,74.6924610951653,-0.428013105289931,-17.4304204011915,-2.15151971748469
0.2,0.03,17.948,74.6920127877947,-0.426873373921794,-17.4760046934373,-2.1571232151575
0.2,0.03,17.986,74.6915644278554,-0.425738776635825,-17.5218045018847,-2.16274284343313
0.2,0.03,18.024,74.69111601052,-0.424609286793022,-17.5678179498352,-2.16837868453588
0.2,0.03,18.062,74.6906675310162,-0.423484878002138,-17.6140430718148,-2.17403082046794
0.2,0.03,18.1,74.690218984626,-0.422365524117558,-17.6604778107867,-2.17969933300296
0.2,0.03,18.138,74.6897703666852,-0.421251199236613,-17.7071200152965,-2.18538430367967
0.2,0.03,18.176,74.6893216725831,-0.42014187769705,-17.7539674365497,-2.19108581379544
0.2,0.03,18.214,74.6888728977621,-0.419037534074647,-17.8010177254192,-2.19680394439986
0.2,0.03,18.252,74.6884240377168,-0.417938143180795,-17.8482684293849,-2.20253877628825
0.2,0.03,18.29,74.6879750879938,-0.416843680060036,-17.8957169894031,-2.20829038999516
0.2,0.03,18.328,74.6875260441914,-0.415754119987803,-17.9433607367067,-2.21405886578791
0.2,0.03,18.366,74.687076901959,-0.414669438468012,-17.991196889536,-2.21984428366003
0.2,0.03,18.404,74.6866276569963,-0.413589611230735,-18.0392225497997,-2.22564672332473
0.2,0.03,18.442,74.6861783050536,-0.41251461423,-18.0874346996667,-2.23146626420836
0.2,0.03,18.48,74.6857288419309,-0.411444423641405,-18.1358301980899,-2.23730298544381
0.2,0.03,18.518,74.6852792634772,-0.410379015860137,-18.1844057772616,-2.24315696586396
0.2,0.03,18.556,74.6848295655908,-0.409318367498402,-18.2331580390008,-2.24902828399506
0.2,0.03,18.594,74.6843797442184,-0.408262455383742,-18.2820834510764,-2.25491701805015
0.2,0.03,18.632,74.6839297953547,-0.407211256556291,-18.3311783434634,-2.26082324592242
0.2,0.03,18.67,74.6834797150422,-0.406164748267245,-18.3804389045374,-2.2667470451786
0.2,0.03,18.708,74.6830294993705,-0.405122907976331,-18.4298611772067,-2.2726884930523
0.2,0.03,18.746,74.6825791444764,-0.404085713349995,-18.4794410549854,-2.27864766643742
0.2,0.03,18.784,74.6821286465429,-0.403053142259207,-18.5291742780094,-2.28462464188146
0.2,0.03,18.822,74.6816780017995,-0.402025172777416,-18.5790564289981,-2.29061949557888
0.2,0.03,18.86,74.681227206521,-0.401001783178824,-18.629082929165,-2.29663230336448
0.2,0.03,18.898,74.680776257028,-0.399982951936075,-18.6792490340804,-2.30266314070667
0.2,0.03,18.936,74.680325149686,-0.398968657718408,-18.7295498294907,-2.30871208270089
0.2,0.03,18.974,74.6798738809049,-0.397958879389913,-18.7799802270969,-2.31477920406292
0.2,0.03,19.012,74.6794224471392,-0.396953596007257,-18.8305349602996,-2.3208645791222
0.2,0.03,19.05,74.6789708448873,-0.395952786818198,-18.8812085799132,-2.32696828181522
0.2,0.03,19.088,74.6785190706912,-0.394956431259435,-18.9319954498562,-2.33309038567882
0.2,0.03,19.126,74.6780671211362,-0.393964508954934,-18.9828897428239,-2.33923096384359
0.2,0.03,19.164,74.6776149928503,-0.39297699971391,-19.0338854359493,-2.34539008902721
0.2,0.03,19.202,74.6771626825044,-0.391993883529305,-19.0849763064605,-2.35156783352776
0.2,0.03,19.24,74.6767101868116,-0.391015140575808,-19.1361559273419,-2.3577642692172
0.2,0.03,19.278,74.6762575025269,-0.390040751208112,-19.187417663008,-2.36397946753467
0.2,0.03,19.316,74.6758046264469,-0.389070695959279,-19.2387546649983,-2.37021349947987
0.2,0.03,19.354,74.6753515554096,-0.388104955538908,-19.2901598677045,-2.37646643560655
0.2,0.03,19.392,74.6748982862941,-0.387143510831498,-19.3416259841395,-2.38273834601579
0.2,0.03,19.43,74.67444481602,-0.386186342894731,-19.3931455017589,-2.38902930034956
0.2,0.03,19.468,74.6739911415474,-0.385233432957879,-19.4447106783494,-2.39533936778408
0.2,0.03,19.506,74.6735372598767,-0.384284762420103,-19.4963135379943,-2.4016686170233
0.2,0.03,19.544,74.6730831680479,-0.383340312848806,-19.5479458671311,-2.40801711629236
0.2,0.03,19.582,74.6726288631405,-0.382400065978162,-19.5995992107157,-2.41438493333112
0.2,0.03,19.62,74.6721743422735,-0.381464003707252,-19.6512648685081,-2.42077213538759
0.2,0.03,19.658,74.6717196026048,-0.380532108098906,-19.7029338914957,-2.42717878921155
0.2,0.03,19.696,74.6712646413307,-0.379604361377735,-19.7545970784719,-2.43360496104804
0.2,0.03,19.734,74.6708094556865,-0.378680745928877,-19.806244972787,-2.44005071663095
0.2,0.03,19.772,74.670354042945,-0.377761244296361,-19.8578678592906,-2.44651612117663
0.2,0.03,19.81,74.6698984004176,-0.376845839181694,-19.9094557614861,-2.45300123937749
0.2,0.03,19.848,74.6694425254528,-0.375934513442086,-19.9609984389163,-2.45950613539566
0.2,0.03,19.886,74.6689864154366,-0.375027250089419,-20.0124853848025,-2.46603087285663
0.2,0.03,19.924,74.6685300677923,-0.374124032288675,-20.0639058239596,-2.47257551484301
0.2,0.03,19.962,74.6680734799799,-0.373224843356004,-20.1152487110099,-2.4791401238882
0.2,0.03,20,74.6676166494962,-0.372329666758188,-20.1665027289204,-2.4857247619702
0.2,0.05,1,71.7499587602591,-4.81009125454222,-32.9781810202496,-0.0723889742768209
0.2,0.05,1.038,71.7187319001956,-4.64927308639233,-32.6625080883646,-0.0738406078063575
0.2,0.05,1.076,71.6898005606138,-4.49959251916904,-32.3586219202379,-0.0753388564935073
0.2,0.05,1.114,71.6628753875514,-4.35990584101014,-32.0657278127107,-0.0768829637151208
0.2,0.05,1.152,71.6377148073258,-4.22921867470832,-31.7831099281239,-0.0784721571752578
0.2,0.05,1.19,71.6141159365783,-4.10666274161843,-31.5101211931137,-0.0801056499212292
0.2,0.05,1.228,71.591907412187,-3.99147679875164,-31.2461747599611,-0.0817826413636549
0.2,0.05,1.266,71.5709436954828,-3.88299090276339,-30.9907367498744,-0.08350231829826
0.2,0.05,1.304,71.5511005179777,-3.78061334476831,-30.7433200545376,-0.085263855927216
0.2,0.05,1.342,71.5322712177369,-3.68381974348323,-30.5034790163966,-0.0870664188778603
0.2,0.05,1.38,71.5143637756434,-3.59214389344181,-30.2708048426379,-0.0889091622166963
0.2,0.05,1.418,71.4972984053298,-3.50517004879658,-30.0449216349445,-0.0907912324566765
0.2,0.05,1.456,71.4810055838227,-3.42252638793882,-29.8254829386041,-0.0927117685557946
0.2,0.05,1.494,71.4654244350199,-3.34387945451133,-29.6121687316829,-0.0946699029051245
0.2,0.05,1.532,71.4505013971626,-3.26892940981699,-29.404682788728,-0.0966647623045446
0.2,0.05,1.57,71.4361891200422,-3.19740596270084,-29.2027503645511,-0.0986954689244134
0.2,0.05,1.608,71.4224455489121,-3.12906486762536,-29.0061161526522,-0.10076114125159
0.2,0.05,1.646,71.4092331607955,-3.06368490131134,-28.8145424801821,-0.102860895018325
0.2,0.05,1.684,71.3965183256866,-3.00106524407993,-28.6278077073611,-0.104993844112554
0.2,0.05,1.722,71.3842707704919,-2.94102320473978,-28.4457048042308,-0.107159101468269
0.2,0.05,1.76,71.3724631277875,-2.88339223816346,-28.2680400817165,-0.109355779934785
0.2,0.05,1.798,71.3610705548254,-2.82802021308431,-28.0946320573867,-0.111582993123701
0.2,0.05,1.836,71.3500704109031,-2.77476789450762,-27.9253104391415,-0.113839856232593
0.2,0.05,1.874,71.3394419833673,-2.72350761077006,-27.7599152124441,-0.116125486844436
0.2,0.05,1.912,71.3291662542506,-2.67412207993582,-27.5982958187147,-0.118439005701991
0.2,0.05,1.95,71.3192257009516,-2.62650337407626,-27.4403104141958,-0.120779537456343
0.2,0.05,1.988,71.3096041255033,-2.58055200318957,-27.2858252000337,-0.123146211388981
0.2,0.05,2.026,71.3002865079108,-2.53617610319764,-27.1347138155355,-0.125538162106879
0.2,0.05,2.064,71.2912588797991,-2.49329071470459,-26.9868567876,-0.127954530210056
0.2,0.05,2.102,71.282508215236,-2.45181714109117,-26.842141030211,-0.130394462931335
0.2,0.05,2.14,71.2740223361139,-2.41168237611416,-26.7004593886383,-0.132857114747913
0.2,0.05,2.178,71.2657898298985,-2.37281859253011,-26.5617102236515,-0.135341647964597
0.2,0.05,2.216,71.2577999779036,-2.33516268440887,-26.4257970316145,-0.137847233268579
0.2,0.05,2.254,71.2500426925475,-2.29865585677904,-26.2926280968158,-0.140373050255679
0.2,0.05,2.292,71.2425084622861,-2.26324325708078,-26.1621161728182,-0.142918287928094
0.2,0.05,2.33,71.2351883031259,-2.2288736436153,-26.0341781899748,-0.145482145163757
0.2,0.05,2.368,71.2280737157855,-2.19549908679309,-25.9087349865824,-0.148063831157472
0.2,0.05,2.406,71.2211566477188,-2.16307469951027,-25.7857110614227,-0.150662565834015
0.2,0.05,2.444,71.214429459333,-2.1315583934369,-25.6650343456875,-0.153277580233558
0.2,0.05,2.482,71.2078848938339,-2.10091065839446,-25.546635992499,-0.155908116869683
0.2,0.05,2.52,71.2015160502142,-2.07109436234009,-25.4304501824264,-0.158553430060423
0.2,0.05,2.558,71.1953163589751,-2.04207456977089,-25.3164139435653,-0.161212786232773
0.2,0.05,2.596,71.1892795602285,-2.01381837661859,-25.204466984896,-0.163885464201139
0.2,0.05,2.634,71.1833996838789,-1.98629475992909,-25.0945515417635,-0.166570755420265
0.2,0.05,2.672,71.1776710316281,-1.95947444081705,-24.9866122324414,-0.169267964213191
0.2,0.05,2.71,71.1720881605814,-1.93332975935671,-24.8805959248408,-0.171976407974853
0.2,0.05,2.748,71.1666458682639,-1.90783456022015,-24.776451612518,-0.174695417351958
0.2,0.05,2.786,71.1613391788855,-1.88296408800592,-24.6741302992162,-0.177424336399749
0.2,0.05,2.824,71.1561633307104,-1.85869489131621,-24.5735848912468,-0.180162522716392
0.2,0.05,2.862,71.1511137644111,-1.83500473474319,-24.474770097083,-0.18290934755565
0.2,0.05,2.9,71.1461861122996,-1.81187251801442,-24.3776423335947,-0.185664195918548
0.2,0.05,2.938,71.1413761883441,-1.78927820162679,-24.282159638405,-0.188426466624792
0.2,0.05,2.976,71.1366799788911,-1.7672027383685,-24.1882815878974,-0.191195572364659
0.2,0.05,3.014,71.1320936340235,-1.74562801019074,-24.0959692204423,-0.193970939732091
0.2,0.05,3.052,71.1276134594921,-1.72453676994574,-24.0051849644493,-0.196752009239781
0.2,0.05,3.09,71.123235909169,-1.70391258755675,-23.9158925708885,-0.19953823531699
0.2,0.05,3.128,71.1189575779738,-1.68373980022904,-23.8280570499501,-0.202329086290815
0.2,0.05,3.166,71.1147751952321,-1.66400346634969,-23.7416446115433,-0.205124044351759
0.2,0.05,3.204,71.1106856184298,-1.64468932275842,-23.6566226093585,-0.207922605504228
0.2,0.05,3.242,71.1066858273296,-1.62578374510245,-23.5729594882394,-0.210724279502823
0.2,0.05,3.28,71.1027729184216,-1.60727371101607,-23.4906247346334,-0.213528589775077
0.2,0.05,3.318,71.0989440996824,-1.5891467658899,-23.4095888299071,-0.216335073331415
0.2,0.05,3.356,71.0951966856188,-1.5713909910172,-23.329823206329,-0.219143280663055
0.2,0.05,3.394,71.0915280925757,-1.55399497392408,-23.2513002055396,-0.221952775628531
0.2,0.05,3.432,71.0879358342899,-1.53694778070831,-23.1739930393407,-0.224763135329563
0.2,0.05,3.47,71.0844175176729,-1.52023893022741,-23.0978757526519,-0.227573949976956
