"h [mm]","w [mm]","Freq [GHz]","re(Zo(Port_In)) []","im(Zo(Port_In)) []","dB(S(Port_In,Port_In)) []","dB(S(Port_Out,Port_In)) []"
0.05,0.2,1.304,19.0722685541159,-0.940748557077044,-51.86851975808,-0.0839144625959546
0.05,0.2,1.342,19.0674173377132,-0.914270565603394,-51.6260465451321,-0.0843763755825175
0.05,0.2,1.38,19.0629522192991,-0.889206448732837,-51.3903427162984,-0.0848334192794854
0.05,0.2,1.418,19.0588328703604,-0.865446193948929,-51.1610615549985,-0.0852852413775667
0.05,0.2,1.456,19.0550240655784,-0.842890825879167,-50.9378824159088,-0.0857315397797845
0.05,0.2,1.494,19.0514949290443,-0.821451066930696,-50.7205082192473,-0.0861720591463792
0.05,0.2,1.532,19.0482183069292,-0.801046186775556,-50.5086632343295,-0.0866065874784662
0.05,0.2,1.57,19.0451702429887,-0.781603010592508,-50.3020911139324,-0.0870349527729316
0.05,0.2,1.608,19.0423295381235,-0.763055061282567,-50.1005531467181,-0.0874570197750153
0.05,0.2,1.646,19.0396773789756,-0.745341815164049,-49.9038266997565,-0.087872686849259
0.05,0.2,1.684,19.0371970234928,-0.728408054131653,-49.7117038272116,-0.0882818829847058
0.05,0.2,1.722,19.0348735337074,-0.712203300097759,-49.5239900246407,-0.0886845649457203
0.05,0.2,1.76,19.0326935478125,-0.696681319851743,-49.3405031112202,-0.0890807145761832
0.05,0.2,1.798,19.0306450850796,-0.681799690376199,-49.1610722246293,-0.0894703362614449
0.05,0.2,1.836,19.0287173783276,-0.667519416227697,-48.9855369153855,-0.0898534545498025
0.05,0.2,1.874,19.0269007295919,-0.653804591887599,-48.81374632917,-0.0902301119329494
0.05,0.2,1.912,19.0251863853981,-0.640622103066177,-48.6455584671793,-0.090600366783014
0.05,0.2,1.95,19.0235664286618,-0.627941361841285,-48.4808395158154,-0.0909642914423377
0.05,0.2,1.988,19.0220336847296,-0.615734071263628,-48.3194632381247,-0.0913219704609438
0.05,0.2,2.026,19.0205816394918,-0.603974015690427,-48.1613104203362,-0.0916734989758205
0.05,0.2,2.064,19.0192043678272,-0.592636873639204,-48.0062683676657,-0.0920189812254882
0.05,0.2,2.102,19.0178964709183,-0.581700050400667,-47.8542304442514,-0.0923585291928531
0.05,0.2,2.14,19.0166530212052,-0.571142528028295,-47.7050956526975,-0.0926922613691537
0.05,0.2,2.178,19.0154695139319,-0.56094473064368,-47.5587682492276,-0.0930203016316662
0.05,0.2,2.216,19.0143418244006,-0.551088403270327,-47.415157390912,-0.0933427782277837
0.05,0.2,2.254,19.0132661701779,-0.541556502642219,-47.2741768118294,-0.0936598228582986
0.05,0.2,2.292,19.01223907761,-0.532333098633363,-47.1357445253783,-0.0939715698527434
0.05,0.2,2.33,19.0112573520939,-0.523403285126137,-46.9997825502545,-0.0942781554300053
0.05,0.2,2.368,19.0103180516313,-0.514753099283722,-46.8662166578846,-0.0945797170376104
0.05,0.2,2.406,19.009418463259,-0.506369448319219,-46.7349761393364,-0.0948763927634037
0.05,0.2,2.444,19.0085560820023,-0.498240042963943,-46.6059935899414,-0.0951683208136964
0.05,0.2,2.482,19.0077285920492,-0.490353336932606,-46.4792047100413,-0.0954556390522505
0.05,0.2,2.52,19.0069338498808,-0.482698471765813,-46.3545481204375,-0.0957384845948149
0.05,0.2,2.558,19.0061698691297,-0.475265226502149,-46.2319651912644,-0.0960169934542951
0.05,0.2,2.596,19.0054348069672,-0.468043971694809,-46.1113998831338,-0.0962913002319463
0.05,0.2,2.634,19.0047269518455,-0.461025627342546,-45.9927985995131,-0.0965615378502955
0.05,0.2,2.672,19.0040447124423,-0.454201624352483,-45.876110049398,-0.0968278373238292
0.05,0.2,2.71,19.0033866076769,-0.447563869194464,-45.7612851194322,-0.0970903275638193
0.05,0.2,2.748,19.0027512576784,-0.441104711443451,-45.648276754706,-0.097349135213851
0.05,0.2,2.786,19.0021373756053,-0.434816913938926,-45.5370398475367,-0.0976043845129911
0.05,0.2,2.824,19.0015437602262,-0.428693625318945,-45.4275311335986,-0.0978561971837325
0.05,0.2,2.862,19.0009692891805,-0.422728354711662,-45.3197090948287,-0.0981046923421026
0.05,0.2,2.9,19.0004129128497,-0.416914948389603,-45.213533868582,-0.098349986427558
0.05,0.2,2.938,18.9998736487774,-0.411247568211672,-45.1089671625636,-0.0985921931505123
0.05,0.2,2.976,18.9993505765811,-0.40572067169551,-45.0059721750978,-0.0988314234554499
0.05,0.2,3.014,18.9988428333089,-0.400328993578394,-44.9045135203413,-0.0990677854979274
0.05,0.2,3.052,18.9983496091951,-0.395067528738808,-44.8045571580732,-0.0993013846337402
0.05,0.2,3.09,18.9978701437777,-0.389931516363119,-44.7060703277316,-0.099532323418842
0.05,0.2,3.128,18.9974037223425,-0.384916425252971,-44.6090214863907,-0.0997607016186279
0.05,0.2,3.166,18.996949672662,-0.380017940178758,-44.5133802503993,-0.0999866162254239
0.05,0.2,3.204,18.9965073620026,-0.375231949193471,-44.4191173404229,-0.100210161483052
0.05,0.2,3.242,18.9960761943752,-0.370554531829093,-44.3262045296544,-0.100431428917533
0.05,0.2,3.28,18.9956556080049,-0.365981948104859,-44.2346145949758,-0.100650507373004
0.05,0.2,3.318,18.9952450730037,-0.36151062828305,-44.1443212708701,-0.100867483052109
0.05,0.2,3.356,18.9948440892235,-0.357137163313784,-44.0552992058996,-0.101082439560107
0.05,0.2,3.394,18.9944521842775,-0.352858295915389,-43.9675239215812,-0.10129545795212
0.05,0.2,3.432,18.9940689117127,-0.348670912241679,-43.8809717734992,-0.101506616782899
0.05,0.2,3.47,18.9936938493207,-0.344572034091613,-43.795619914513,-0.101715992158667
0.05,0.2,3.508,18.9933265975765,-0.340558811620624,-43.7114462599238,-0.101923657790556
0.05,0.2,3.546,18.9929667781922,-0.336628516516438,-43.6284294544761,-0.102129685049242
0.05,0.2,3.584,18.9926140327777,-0.332778535605197,-43.5465488410787,-0.102334143020441
0.05,0.2,3.622,18.9922680215989,-0.329006364856634,-43.4657844311391,-0.102537098560995
0.05,0.2,3.66,18.9919284224247,-0.325309603759566,-43.3861168764106,-0.10273861635519
0.05,0.2,3.698,18.9915949294572,-0.321685950041339,-43.3075274422617,-0.102938758971149
0.05,0.2,3.736,18.9912672523363,-0.318133194706947,-43.2299979822806,-0.103137586917069
0.05,0.2,3.774,18.9909451152148,-0.314649217375493,-43.1535109141364,-0.103335158697107
0.05,0.2,3.812,18.990628255897,-0.311231981893478,-43.0780491966218,-0.103531530866783
0.05,0.2,3.85,18.9903164250363,-0.307879532205879,-43.003596307809,-0.103726758087749
0.05,0.2,3.888,18.9900093853875,-0.304589988467619,-42.9301362242546,-0.103920893181833
0.05,0.2,3.926,18.9897069111091,-0.301361543379212,-42.8576534011923,-0.104113987184227
0.05,0.2,3.964,18.9894087871124,-0.298192458731704,-42.7861327536587,-0.104306089395777
0.05,0.2,4.002,18.9891148084529,-0.295081062147089,-42.7155596384994,-0.104497247434288
0.05,0.2,4.04,18.9888247797621,-0.292025744001452,-42.6459198372057,-0.104687507284782
0.05,0.2,4.078,18.9885385147154,-0.289024954519,-42.5771995395382,-0.104876913348683
0.05,0.2,4.116,18.9882558355353,-0.286077201026016,-42.5093853278918,-0.105065508491892
0.05,0.2,4.154,18.9879765725246,-0.283181045354612,-42.4424641623642,-0.105253334091709
0.05,0.2,4.192,18.98770056363,-0.280335101386776,-42.3764233664902,-0.105440430082614
0.05,0.2,4.23,18.9874276540331,-0.277538032730042,-42.3112506136045,-0.105626835000866
0.05,0.2,4.268,18.9871576957658,-0.274788550516552,-42.2469339138035,-0.105812586027926
0.05,0.2,4.306,18.9868905473502,-0.27208541131802,-42.1834616014716,-0.105997719032735
0.05,0.2,4.344,18.9866260734597,-0.269427415169482,-42.1208223233456,-0.106182268612779
0.05,0.2,4.382,18.9863641446013,-0.266813403695333,-42.0590050270884,-0.106366268134008
0.05,0.2,4.42,18.9861046368156,-0.26424225833148,-41.9979989503469,-0.106549749769625
0.05,0.2,4.458,18.9858474313964,-0.261712898637978,-41.9377936102699,-0.106732744537708
0.05,0.2,4.496,18.9855924146249,-0.259224280696758,-41.8783787934636,-0.10691528233772
0.05,0.2,4.534,18.9853394775208,-0.256775395589562,-41.8197445463619,-0.107097391985929
0.05,0.2,4.572,18.9850885156068,-0.254365267951376,-41.7618811659938,-0.107279101249719
0.05,0.2,4.61,18.9848394286875,-0.251992954595098,-41.7047791911267,-0.107460436880868
0.05,0.2,4.648,18.98459212064,-0.249657543203344,-41.6484293937687,-0.107641424647765
0.05,0.2,4.686,18.9843464992168,-0.247358151083617,-41.5928227710129,-0.10782208936662
0.05,0.2,4.724,18.9841024758598,-0.245093923983307,-41.5379505372083,-0.108002454931694
0.05,0.2,4.762,18.9838599655244,-0.242864034961178,-41.4838041164406,-0.108182544344526
0.05,0.2,4.8,18.9836188865129,-0.240667683312246,-41.4303751353108,-0.108362379742268
0.05,0.2,4.838,18.9833791603183,-0.238504093543123,-41.3776554159969,-0.108541982425061
0.05,0.2,4.876,18.9831407114747,-0.236372514395098,-41.325636969586,-0.108721372882542
0.05,0.2,4.914,18.9829034674176,-0.23427221791236,-41.2743119896652,-0.108900570819475
0.05,0.2,4.952,18.9826673583504,-0.232202498553007,-41.2236728461601,-0.109079595180541
0.05,0.2,4.99,18.9824323171184,-0.230162672340491,-41.1737120794093,-0.109258464174312
0.05,0.2,5.028,18.9821982790894,-0.228152076053471,-41.1244223944658,-0.10943719529645
0.05,0.2,5.066,18.9819651820406,-0.226170066451974,-41.0757966556144,-0.109615805352107
0.05,0.2,5.104,18.9817329660514,-0.22421601953805,-41.0278278810972,-0.109794310477592
0.05,0.2,5.142,18.9815015734014,-0.222289329849108,-40.9805092380373,-0.10997272616134
0.05,0.2,5.18,18.981270948474,-0.220389409782296,-40.9338340375538,-0.110151067264155
0.05,0.2,5.218,18.9810410376645,-0.218515688948313,-40.8877957300586,-0.110329348038791
0.05,0.2,5.256,18.9808117892934,-0.216667613553217,-40.8423879007291,-0.110507582148878
0.05,0.2,5.294,18.9805831535233,-0.214844645806774,-40.7976042651487,-0.110685782687223
0.05,0.2,5.332,18.9803550822803,-0.2130462633561,-40.7534386651093,-0.110863962193484
0.05,0.2,5.37,18.9801275291796,-0.211271958743284,-40.709885064568,-0.111042132671276
0.05,0.2,5.408,18.9799004494541,-0.20952123888588,-40.6669375457532,-0.111220305604692
0.05,0.2,5.446,18.979673799887,-0.207793624579093,-40.624590305414,-0.111398491974283
0.05,0.2,5.484,18.9794475387472,-0.206088650018673,-40.5828376512071,-0.111576702272494
0.05,0.2,5.522,18.9792216257283,-0.204405862343498,-40.5416739982157,-0.111754946518603
0.05,0.2,5.56,18.97899602189,-0.202744821196891,-40.5010938655962,-0.111933234273154
0.05,0.2,5.598,18.9787706896026,-0.201105098305843,-40.4610918733472,-0.112111574651914
0.05,0.2,5.636,18.9785455924942,-0.199486277077225,-40.4216627391964,-0.112289976339365
0.05,0.2,5.674,18.9783206953999,-0.197887952210277,-40.3828012756011,-0.112468447601754
0.05,0.2,5.712,18.9780959643141,-0.196309729324564,-40.3445023868586,-0.112646996299731
0.05,0.2,5.75,18.9778713663439,-0.194751224602707,-40.3067610663211,-0.112825629900526
0.05,0.2,5.788,18.977646869666,-0.19321206444723,-40.2695723937128,-0.113004355489777
0.05,0.2,5.826,18.9774224434846,-0.191691885150853,-40.2329315325452,-0.113183179782942
0.05,0.2,5.864,18.9771980579912,-0.190190332579653,-40.1968337276262,-0.113362109136346
0.05,0.2,5.902,18.976973684327,-0.188707061868511,-40.1612743026608,-0.113541149557868
0.05,0.2,5.94,18.9767492945461,-0.18724173712828,-40.1262486579395,-0.113720306717291
0.05,0.2,5.978,18.976524861581,-0.185794031164181,-40.0917522681116,-0.113899585956306
0.05,0.2,6.016,18.9763003592092,-0.184363625204925,-40.0577806800403,-0.114078992298189
0.05,0.2,6.054,18.9760757620215,-0.182950208642106,-40.0243295107373,-0.114258530457197
0.05,0.2,6.092,18.9758510453916,-0.181553478779387,-39.9913944453728,-0.11443820484763
0.05,0.2,6.13,18.9756261854472,-0.180173140591106,-39.9589712353604,-0.114618019592618
0.05,0.2,6.168,18.9754011590418,-0.178808906489858,-39.9270556965121,-0.114797978532638
0.05,0.2,6.206,18.975175943729,-0.177460496102701,-39.8956437072632,-0.114978085233747
0.05,0.2,6.244,18.974950517736,-0.176127636055608,-39.8647312069628,-0.115158342995574
0.05,0.2,6.282,18.9747248599403,-0.174810059765823,-39.8343141942289,-0.115338754859036
0.05,0.2,6.32,18.9744989498456,-0.173507507241804,-39.8043887253657,-0.115519323613841
0.05,0.2,6.358,18.9742727675601,-0.172219724890414,-39.7749509128409,-0.115700051805743
0.05,0.2,6.396,18.974046293775,-0.170946465331099,-39.7459969238212,-0.11588094174358
0.05,0.2,6.434,18.9738195097438,-0.169687487216731,-39.7175229787631,-0.116061995506088
0.05,0.2,6.472,18.9735923972632,-0.168442555060882,-39.6895253500594,-0.116243214948507
0.05,0.2,6.51,18.9733649386542,-0.167211439071232,-39.6620003607367,-0.116424601709003
0.05,0.2,6.548,18.9731371167442,-0.165993914988917,-39.6349443832048,-0.116606157214876
0.05,0.2,6.586,18.9729089148496,-0.164789763933527,-39.6083538380543,-0.11678788268859
0.05,0.2,6.624,18.9726803167598,-0.163598772253577,-39.5822251929022,-0.116969779153614
0.05,0.2,6.662,18.9724513067211,-0.162420731382194,-39.5565549612835,-0.117151847440118
0.05,0.2,6.7,18.9722218694219,-0.161255437697884,-39.5313397015862,-0.117334088190448
0.05,0.2,6.738,18.9719919899781,-0.160102692390096,-39.506576016031,-0.117516501864503
0.05,0.2,6.776,18.9717616539195,-0.158962301329471,-39.4822605496902,-0.117699088744904
0.05,0.2,6.814,18.9715308471762,-0.157834074942583,-39.4583899895491,-0.117881848942036
0.05,0.2,6.852,18.9712995560664,-0.156717828090959,-39.4349610636044,-0.118064782398942
0.05,0.2,6.89,18.9710677672842,-0.155613379954289,-39.4119705400011,-0.118247888896084
0.05,0.2,6.928,18.9708354678878,-0.154520553917619,-39.3894152262053,-0.118431168055941
0.05,0.2,6.966,18.9706026452888,-0.153439177462384,-39.3672919682123,-0.118614619347517
0.05,0.2,7.004,18.9703692872414,-0.152369082061182,-39.3455976497883,-0.118798242090694
0.05,0.2,7.042,18.9701353818324,-0.151310103076097,-39.3243291917451,-0.118982035460459
0.05,0.2,7.08,18.9699009174717,-0.15026207966049,-39.3034835512464,-0.119165998491045
0.05,0.2,7.118,18.9696658828828,-0.149224854664112,-39.2830577211447,-0.119350130079936
0.05,0.2,7.156,18.9694302670947,-0.148198274541425,-39.2630487293475,-0.119534428991755
0.05,0.2,7.194,18.9691940594329,-0.147182189263009,-39.2434536382126,-0.119718893862065
0.05,0.2,7.232,18.9689572495117,-0.146176452229991,-39.2242695439703,-0.119903523201063
0.05,0.2,7.27,18.9687198272272,-0.145180920191338,-39.2054935761726,-0.120088315397179
0.05,0.2,7.308,18.9684817827494,-0.144195453163937,-39.1871228971678,-0.120273268720554
0.05,0.2,7.346,18.9682431065161,-0.143219914355386,-39.1691547016005,-0.120458381326471
0.05,0.2,7.384,18.9680037892262,-0.142254170089381,-39.1515862159344,-0.120643651258659
0.05,0.2,7.422,18.9677638218339,-0.141298089733632,-39.134414697999,-0.120829076452529
0.05,0.2,7.46,18.967523195543,-0.140351545630214,-39.1176374365585,-0.12101465473833
0.05,0.2,7.498,18.9672819018014,-0.139414413028277,-39.1012517509016,-0.121200383844211
0.05,0.2,7.536,18.9670399322967,-0.138486570019036,-39.0852549904522,-0.121386261399222
0.05,0.2,7.574,18.9667972789511,-0.137567897473001,-39.0696445344001,-0.121572284936225
0.05,0.2,7.612,18.9665539339174,-0.136658278979304,-39.0544177913505,-0.121758451894752
0.05,0.2,7.65,18.9663098895751,-0.135757600787154,-39.0395721989921,-0.121944759623778
0.05,0.2,7.688,18.9660651385268,-0.134865751749277,-39.0251052237829,-0.122131205384425
0.05,0.2,7.726,18.9658196735951,-0.133982623267328,-39.0110143606531,-0.122317786352626
0.05,0.2,7.764,18.9655734878191,-0.133108109239179,-38.9972971327238,-0.122504499621685
0.05,0.2,7.802,18.9653265744529,-0.132242106008084,-38.9839510910422,-0.122691342204822
0.05,0.2,7.84,18.9650789269625,-0.131384512313612,-38.9709738143313,-0.122878311037622
0.05,0.2,7.878,18.9648305390241,-0.130535229244308,-38.9583629087542,-0.123065402980452
0.05,0.2,7.916,18.9645814045229,-0.129694160192075,-38.9461160076925,-0.123252614820815
0.05,0.2,7.954,18.9643315175515,-0.128861210808189,-38.9342307715374,-0.123439943275645
0.05,0.2,7.992,18.9640808724093,-0.128036288960913,-38.9227048874944,-0.12362738499356
0.05,0.2,8.03,18.9638294636019,-0.127219304694658,-38.9115360693992,-0.123814936557061
0.05,0.2,8.068,18.9635772858411,-0.126410170190687,-38.900722057546,-0.124002594484696
0.05,0.2,8.106,18.9633243340447,-0.125608799729293,-38.8902606185266,-0.124190355233136
0.05,0.2,8.144,18.9630706033378,-0.124815109653402,-38.8801495450802,-0.124378215199288
0.05,0.2,8.182,18.9628160890533,-0.124029018333596,-38.870386655953,-0.12456617072226
0.05,0.2,8.22,18.9625607867333,-0.123250446134516,-38.8609697957681,-0.124754218085376
0.05,0.2,8.258,18.9623046921312,-0.122479315382608,-38.8518968349042,-0.124942353518108
0.05,0.2,8.296,18.9620478012136,-0.121715550335151,-38.8431656693829,-0.12513057319795
0.05,0.2,8.334,18.9617901101631,-0.12095907715058,-38.8347742207646,-0.125318873252313
0.05,0.2,8.372,18.9615316153813,-0.120209823860101,-38.8267204360523,-0.125507249760328
0.05,0.2,8.41,18.9612723134923,-0.119467720340452,-38.8190022876025,-0.125695698754647
0.05,0.2,8.448,18.9610122013471,-0.118732698287926,-38.8116177730436,-0.125884216223184
0.05,0.2,8.486,18.9607512760274,-0.118004691193534,-38.804564915201,-0.126072798110857
0.05,0.2,8.524,18.9604895348513,-0.117283634319335,-38.797841762028,-0.126261440321259
0.05,0.2,8.562,18.9602269753785,-0.116569464675856,-38.7914463865431,-0.12645013871834
0.05,0.2,8.6,18.9599635954164,-0.115862121000654,-38.7853768867729,-0.12663888912801
0.05,0.2,8.638,18.9596993930268,-0.115161543737937,-38.7796313857002,-0.126827687339767
0.05,0.2,8.676,18.9594343665335,-0.114467675019225,-38.7742080312165,-0.127016529108258
0.05,0.2,8.714,18.9591685145297,-0.113780458645085,-38.7691049960803,-0.127205410154824
0.05,0.2,8.752,18.9589018358869,-0.113099840067836,-38.7643204778781,-0.127394326169025
0.05,0.2,8.79,18.9586343297642,-0.112425766375282,-38.7598526989909,-0.127583272810134
0.05,0.2,8.828,18.958365995618,-0.111758186275402,-38.7556999065635,-0.127772245708607
0.05,0.2,8.866,18.9580968332129,-0.111097050082001,-38.7518603724774,-0.127961240467533
0.05,0.2,8.904,18.9578268426333,-0.110442309701274,-38.7483323933267,-0.128150252664063
0.05,0.2,8.942,18.9575560242956,-0.109793918619317,-38.7451142903975,-0.128339277850797
0.05,0.2,8.98,18.9572843789617,-0.109151831890488,-38.7422044096489,-0.128528311557184
0.05,0.2,9.018,18.9570119077527,-0.108516006126674,-38.7396011216975,-0.128717349290866
0.05,0.2,9.056,18.9567386121643,-0.107886399487395,-38.737302821803,-0.128906386539041
0.05,0.2,9.094,18.9564644940828,-0.107262971670687,-38.7353079298563,-0.129095418769752
0.05,0.2,9.132,18.9561895558026,-0.106645683904891,-38.7336148903693,-0.129284441433217
0.05,0.2,9.17,18.9559138000439,-0.106034498941095,-38.7322221724656,-0.129473449963105
0.05,0.2,9.208,18.9556372299726,-0.105429381046433,-38.7311282698734,-0.129662439777799
0.05,0.2,9.246,18.9553598492208,-0.104830295998022,-38.7303317009184,-0.129851406281651
0.05,0.2,9.284,18.9550816619089,-0.104237211077665,-38.7298310085182,-0.130040344866208
0.05,0.2,9.322,18.9548026726691,-0.103650095067147,-38.7296247601775,-0.130229250911442
0.05,0.2,9.36,18.9545228866697,-0.103068918244207,-38.729711547983,-0.130418119786939
0.05,0.2,9.398,18.954242309642,-0.102493652379093,-38.7300899885998,-0.130606946853101
0.05,0.2,9.436,18.9539609479079,-0.10192427073164,-38.7307587232667,-0.130795727462297
0.05,0.2,9.474,18.9536788084097,-0.101360748048877,-38.7317164177926,-0.130984456960051
0.05,0.2,9.512,18.953395898741,-0.100803060563099,-38.7329617625518,-0.131173130686168
0.05,0.2,9.55,18.9531122271806,-0.100251185990313,-38.73449347248,-0.131361743975864
0.05,0.2,9.588,18.9528278027273,-0.099705103529092,-38.7363102870686,-0.131550292160905
0.05,0.2,9.626,18.952542635137,-0.0991647938596444,-38.7384109703597,-0.131738770570693
0.05,0.2,9.664,18.9522567349626,-0.0986302391431644,-38.7407943109398,-0.131927174533378
0.05,0.2,9.702,18.9519701135953,-0.0981014230213135,-38.7434591219322,-0.132115499376939
0.05,0.2,9.74,18.9516827833089,-0.0975783306157472,-38.7464042409893,-0.132303740430252
0.05,0.2,9.778,18.9513947573063,-0.0970609485276359,-38.7496285302834,-0.132491893024155
0.05,0.2,9.816,18.9511060497692,-0.0965492648370551,-38.7531308764963,-0.132679952492509
0.05,0.2,9.854,18.9508166759095,-0.0960432691021685,-38.7569101908077,-0.132867914173229
0.05,0.2,9.892,18.9505266520249,-0.095542952358008,-38.7609654088821,-0.133055773409319
0.05,0.2,9.93,18.9502359955568,-0.0950483071148273,-38.7652954908546,-0.133243525549911
0.05,0.2,9.968,18.9499447251517,-0.0945593273558181,-38.7698994213143,-0.133431165951255
0.05,0.2,10.006,18.9496528607258,-0.0940760085340202,-38.7747762092873,-0.133618689977739
0.05,0.2,10.044,18.9493604235333,-0.0935983475683162,-38.7799248882162,-0.133806093002886
0.05,0.2,10.082,18.9490674362386,-0.0931263428382696,-38.7853445159399,-0.133993370410344
0.05,0.2,10.12,18.948773922992,-0.0926599941776225,-38.7910341746696,-0.134180517594865
0.05,0.2,10.158,18.9484799095096,-0.0921993028661906,-38.7969929709638,-0.134367529963269
0.05,0.2,10.196,18.9481854231578,-0.0917442716199934,-38.8032200357012,-0.134554402935434
0.05,0.2,10.234,18.9478904930418,-0.0912949045792406,-38.8097145240512,-0.134741131945227
0.05,0.2,10.272,18.9475951500989,-0.0908512072939637,-38.8164756154423,-0.134927712441479
0.05,0.2,10.31,18.9472994271966,-0.0904131867069132,-38.8235025135285,-0.135114139888913
0.05,0.2,10.348,18.9470033592358,-0.0899808511334103,-38.8307944461531,-0.135300409769102
0.05,0.2,10.386,18.9467069832593,-0.0895542102377104,-38.8383506653104,-0.135486517581379
0.05,0.2,10.424,18.9464103385651,-0.0891332750055752,-38.8461704471046,-0.135672458843782
0.05,0.2,10.462,18.9461134668261,-0.0887180577124139,-38.8542530917071,-0.135858229093969
0.05,0.2,10.5,18.9458164122151,-0.0883085718866891,-38.8625979233103,-0.136043823890129
0.05,0.2,10.538,18.9455192215356,-0.0879048322678912,-38.8712042900794,-0.136229238811893
0.05,0.2,10.576,18.9452219443592,-0.0875068547586121,-38.8800715641019,-0.136414469461245
0.05,0.2,10.614,18.9449246331686,-0.0871146563700041,-38.8891991413336,-0.136599511463417
0.05,0.2,10.652,18.9446273435075,-0.0867282551599381,-38.898586441543,-0.136784360467779
0.05,0.2,10.69,18.9443301341367,-0.0863476701632164,-38.9082329082526,-0.136969012148737
0.05,0.2,10.728,18.9440330671967,-0.0859729213128521,-38.9181380086767,-0.137153462206606
0.05,0.2,10.766,18.9437362083772,-0.0856040293517517,-38.9283012336584,-0.13733770636851
0.05,0.2,10.804,18.9434396270927,-0.0852410157336924,-38.9387220976015,-0.137521740389241
0.05,0.2,10.842,18.943143396665,-0.0848839025127132,-38.9494001384015,-0.137705560052131
0.05,0.2,10.88,18.9428475945122,-0.084532712219747,-38.9603349173728,-0.13788916116994
0.05,0.2,10.918,18.9425523023439,-0.0841874677254161,-38.9715260191735,-0.138072539585687
0.05,0.2,10.956,18.9422576063619,-0.0838481920876913,-38.982973051727,-0.138255691173549
0.05,0.2,10.994,18.9419635974681,-0.0835149083831492,-38.9946756461413,-0.138438611839686
0.05,0.2,11.032,18.9416703714759,-0.0831876395203822,-39.0066334566245,-0.138621297523117
0.05,0.2,11.07,18.9413780293281,-0.0828664080340983,-39.0188461603986,-0.138803744196552
0.05,0.2,11.108,18.9410866773174,-0.0825512358583286,-39.0313134576095,-0.138985947867251
0.05,0.2,11.146,18.9407964273117,-0.0822421440771166,-39.0440350712344,-0.139167904577859
0.05,0.2,11.184,18.9405073969808,-0.0819391526508972,-39.0570107469865,-0.139349610407268
0.05,0.2,11.222,18.9402197100247,-0.0816422801167448,-39.0702402532161,-0.139531061471419
0.05,0.2,11.26,18.939933496402,-0.0813515432607271,-39.0837233808099,-0.139712253924169
0.05,0.2,11.298,18.9396488925564,-0.0810669567601847,-39.0974599430861,-0.139893183958104
0.05,0.2,11.336,18.9393660416398,-0.0807885327941495,-39.1114497756876,-0.140073847805384
0.05,0.2,11.374,18.93908509373,-0.0805162806196708,-39.1256927364716,-0.140254241738557
0.05,0.2,11.412,18.9388062060401,-0.0802502061121158,-39.1401887053969,-0.140434362071391
0.05,0.2,11.45,18.938529543118,-0.0799903112672546,-39.1549375844074,-0.140614205159685
0.05,0.2,11.488,18.9382552770306,-0.0797365936631403,-39.1699392973138,-0.14079376740211
0.05,0.2,11.526,18.9379835875328,-0.0794890458797781,-39.1851937896714,-0.140973045241014
0.05,0.2,11.564,18.9377146622131,-0.0792476548746498,-39.2007010286554,-0.141152035163241
0.05,0.2,11.602,18.9374486966152,-0.0790124013123632,-39.2164610029335,-0.141330733700929
0.05,0.2,11.64,18.9371858943282,-0.078783258846823,-39.2324737225356,-0.141509137432358
0.05,0.2,11.678,18.9369264670412,-0.0785601933546323,-39.2487392187198,-0.14168724298272
0.05,0.2,11.716,18.9366706345558,-0.0783431621186845,-39.2652575438371,-0.141865047024955
0.05,0.2,11.754,18.9364186247507,-0.0781321129613772,-39.2820287711915,-0.142042546280537
0.05,0.2,11.792,18.9361706734902,-0.0779269833272824,-39.2990529948989,-0.14221973752031
0.05,0.2,11.83,18.9359270244696,-0.0777276993158329,-39.316330329742,-0.142396617565254
0.05,0.2,11.868,18.9356879289896,-0.0775341746650968,-39.3338609110232,-0.142573183287307
0.05,0.2,11.906,18.9354536456499,-0.077346309688709,-39.3516448944142,-0.142749431610161
0.05,0.2,11.944,18.9352244399531,-0.0771639901688982,-39.3696824558029,-0.142925359510072
0.05,0.2,11.982,18.9350005838093,-0.0769870862096275,-39.3879737911386,-0.143100964016629
0.05,0.2,12.02,18.9347823549304,-0.0768154510551586,-39.4065191162727,-0.143276242213581
0.05,0.2,12.058,18.9345700361044,-0.0766489198807921,-39.4253186667987,-0.143451191239608
0.05,0.2,12.096,18.9343639143376,-0.0764873085639532,-39.4443726978878,-0.143625808289134
0.05,0.2,12.134,18.9341642798556,-0.076330412445742,-39.4636814841234,-0.143800090613108
0.05,0.2,12.172,18.9339714249498,-0.07617800509475,-39.4832453193322,-0.143974035519789
0.05,0.2,12.21,18.9337856426623,-0.0760298370871332,-39.5030645164131,-0.144147640375548
0.05,0.2,12.248,18.9336072252968,-0.0758856348191014,-39.5231394071631,-0.144320902605653
0.05,0.2,12.286,18.9334364627475,-0.07574509937008,-39.543470342102,-0.144493819695057
0.05,0.2,12.324,18.9332736406399,-0.0756079054375254,-39.5640576902932,-0.144666389189181
0.05,0.2,12.362,18.933119038276,-0.0754737003663824,-39.5849018391631,-0.144838608694693
0.05,0.2,12.4,18.9329729263815,-0.0753421032988871,-39.6060031943179,-0.145010475880328
0.05,0.2,12.438,18.9328355646547,-0.0752127044724273,-39.6273621793587,-0.145181988477616
